E_CM [keV], S [keV.barn]
246.59843467790495, 107.97943778076228
355.6476635946833, 149.58180891955692
499.6526652155793, 217.0258880192655
680.1833927661739, 266.9253924883064
887.3755383689158, 297.90209790209803
1089.6077432501274, 326.83369610521936
1284.4486639188628, 355.070624739499
1434.63622470245, 364.2235909785579
1575.1678784791363, 382.16829528087817
1720.6038994118464, 399.44611679711034
1869.5410549715186, 467.5793081091095
