E_CM [keV], S [keV.barn]
938.8054868334127, 286.8624646340537
1194.8369881999402, 342.52073846131077
1434.3820835977876, 379.8427522246545
1664.5907542453012, 410.36340186632276
1901.0323433027215, 412.4612107967677
2131.209927075372, 441.62736089086104
2368.226623317746, 468.7834114514426
2602.7926375918028, 489.1597476781991
2745.3622268564686, 501.1204227814982
2931.7902154061367, 524.0542095884506
