E_CM [keV], S [keV.barn]
246.30667345899133, 93.74149029778164
352.9245588848237, 136.69429907840515
499.2497568656511, 197.36396054276855
677.1963136201546, 241.1559301625528
886.8198027138426, 270.7821979345158
1086.537303755847, 296.9962487843283
1283.7678877413973, 321.8487472792109
1431.524105034039, 332.35215116009823
1572.027972027972, 348.94086046403936
1719.589681841337, 349.9522993562729
1868.290649747603, 406.5595331820498
