E_CM [keV], S [keV.barn]
938.6345090216698, 279.4127171223916
1198.8990065152907, 319.50867934443704
1440.6150020076936, 351.41991151343126
1663.8135823737412, 376.5009131769491
1900.8302786161162, 403.6569637375306
2133.2875665453407, 432.1530806537866
2370.273175912853, 457.95463166679315
2602.528399155473, 477.64650152381193
2745.0979884201383, 489.6071766271112
2931.4948900949444, 511.1864638864886
