E_CM [keV], S [keV.barn]
9.388636837713808, 56.68749999999997
14.4218032957864, 58.18749999999997
19.353306216103462, 60.12499999999998
24.18716103462662, 62.37499999999998
29.0270390070922, 64.43749999999999
33.89904046725072, 65.49999999999999
38.980392156862735, 65.49999999999999
43.9633656654151, 68.56249999999999
48.910930329578626, 69.99999999999999
53.816332916145186, 72.74999999999999
57.41836149353358, 72.43749999999999
