# E_CM [keV], S [MeV.barn], S_error [MeV.barn]
5.923136119371839214e+01,7.646149632180304634e-02,2.477099254156830965e-03
6.905651640841026051e+01,8.994287055877285553e-02,5.001307237554292184e-03
7.925699118276200750e+01,8.088589763656280074e-02,2.518735084639150967e-03
1.247078311681535752e+02,9.428509938957578551e-02,2.926138089556065691e-03
