# E_CM [keV], S [MeV.barn], S_error [MeV.barn]
7.657926614825525746e+01,7.824005509749522302e-02,5.103611181787898188e-03
1.011129889414247174e+02,8.610033800945644800e-02,4.821112843806762971e-03
1.324895959517018014e+02,1.017968231018717556e-01,9.574123133371983951e-03
1.770587804306201463e+02,1.112497557735141196e-01,6.801819246364776417e-03
2.275743425423001156e+02,1.332338028994567991e-01,1.032494687117138654e-02
