# E_CM [keV], S [MeV.barn], S_error [MeV.barn]
2.480841832122766391e+03,4.368854551061859826e-01,3.373709229738475202e-02
3.776259398296345353e+03,6.036242595684493395e-01,4.723192921633889707e-02
4.764572011953253423e+03,6.997786947135576918e-01,5.650962959811989261e-02
6.059606733806218472e+03,7.315780630204289370e-01,6.072676613529282008e-02
